	Count
P2_wt:IGHV1-2:IGKV3-20	168
P2_wt:IGHV3-9:IGLV8-61	38
P2_wt:IGHV3-23:IGKV1-13	21
P2_wt:IGHV4-30-4:IGKV3-11	34
P2_wt:IGHV3-73:IGKV1D-13	4
P2_wt:IGHV4-34:IGLV2-5	2
P2_wt:IGHV4-61:IGLV2-11	32
P2_wt:IGHV3-33:IGLV2-14	41
P2_wt:IGHV3-72:IGKV1-12	35
P2_wt:IGHV4-59:IGKV1-6	16
P2_wt:IGHV3-15:IGKV1-NL1	5
P2_wt:IGHV3-23:IGKV1D-13	27
P2_wt:IGHV3-7:IGKV2-28	58
P2_wt:IGHV3-20:IGKV1-17	2
P2_wt:IGHV7-4-1:IGLV3-21	21
P2_wt:IGHV3-23:IGKV3D-11	3
P2_wt:IGHV3-7:IGKV1-12	41
P2_wt:IGHV3-48:IGKV2-29	26
P2_wt:IGHV4-4:IGKV2-30	34
P2_wt:IGHV4-59:IGKV1-33	41
P2_wt:IGHV7-4-1:IGKV3-11	32
P2_wt:IGHV3-11:IGKV1-27	5
P2_wt:IGHV3-7:IGKV4-1	40
P2_wt:IGHV1-8:IGLV1-36	13
P2_wt:IGHV4-61:IGKV2-28	34
P2_wt:IGHV3-43:IGLV7-46	9
P2_wt:IGHV3-11:IGLV7-43	2
P2_wt:IGHV4-59:IGLV6-57	60
P2_wt:IGHV4-39:IGKV1-33	41
P2_wt:IGHV1-8:IGLV3-1	3
P2_wt:IGHV1-69:IGKV1-8	3
P2_wt:IGHV5-51:IGKV1-13	27
P2_wt:IGHV3-13:IGKV3-11	15
P2_wt:IGHV3-7:IGLV8-61	27
P2_wt:IGHV5-10-1:IGKV1-6	8
P2_wt:IGHV5-10-1:IGKV1-33	13
P2_wt:IGHV3-11:IGLV1-51	18
P2_wt:IGHV3-72:IGKV1-33	21
P2_wt:IGHV3-21:IGKV1-33	50
P2_wt:IGHV3-66:IGLV1-44	23
P2_wt:IGHV4-61:IGKV3-11	103
P2_wt:IGHV4-38-2:IGKV3-20	6
P2_wt:IGHV4-30-4:IGKV2-29	5
P2_wt:IGHV7-4-1:IGKV3-15	30
P2_wt:IGHV1-8:IGLV2-18	15
P2_wt:IGHV3-7:IGKV1-33	38
P2_wt:IGHV3-9:IGKV1-9	27
P2_wt:IGHV3-72:IGKV2-30	29
P2_wt:IGHV4-59:IGKV1-9	38
P2_wt:IGHV3-15:IGKV3-20	44
P2_wt:IGHV3-43:IGKV2-28	21
P2_wt:IGHV3-48:IGLV6-57	22
P2_wt:IGHV5-51:IGKV2-29	42
P2_wt:IGHV3-11:IGLV2-23	61
P2_wt:IGHV1-8:IGLV1-40	117
P2_wt:IGHV4-30-4:IGKV1-6	15
P2_wt:IGHV3-9:IGKV2-29	14
P2_wt:IGHV3-72:IGKV1-27	16
P2_wt:IGHV4-34:IGKV3-11	100
P2_wt:IGHV4-4:IGKV3D-15	1
P2_wt:IGHV4-39:IGLV2-18	19
P2_wt:IGHV3/OR16-18:IGKV1-27	7
P2_wt:IGHV3-64:IGKV4-1	31
P2_wt:IGHV1-58:IGLV2-14	53
P2_wt:IGHV4-4:IGLV8-61	22
P2_wt:IGHV1-46:IGKV1-27	18
P2_wt:IGHV3-72:IGLV1-47	19
P2_wt:IGHV3-74:IGKV1-9	32
P2_wt:IGHV3-48:IGKV1-9	14
P2_wt:IGHV3-15:IGKV1-8	1
P2_wt:IGHV1-46:IGKV1-6	7
P2_wt:IGHV3-66:IGLV2-23	38
P2_wt:IGHV5-51:IGLV7-43	20
P2_wt:IGHV5-10-1:IGKV1-27	10
P2_wt:IGHV3-74:IGKV1-NL1	6
P2_wt:IGHV3/OR16-18:IGLV2-14	1
P2_wt:IGHV3-74:IGLV2-5	16
P2_wt:IGHV3-53:IGKV3-11	24
P2_wt:IGHV3-53:IGLV2-18	6
P2_wt:IGHV3-9:IGKV2D-29	8
P2_wt:IGHV3-23:IGLV9-49	3
P2_wt:IGHV1-58:IGLV2-8	9
P2_wt:IGHV4-39:IGLV1-40	62
P2_wt:IGHV4-4:IGKV2D-29	2
P2_wt:IGHV4-30-4:IGKV1-9	26
P2_wt:IGHV4-34:IGLV6-57	23
P2_wt:IGHV1-8:IGKV3-15	58
P2_wt:IGHV4-39:IGLV1-36	15
P2_wt:IGHV7-4-1:IGLV2-11	35
P2_wt:IGHV4-39:IGLV8-61	47
P2_wt:IGHV1-3:IGLV1-40	16
P2_wt:IGHV4-30-4:IGLV1-44	98
P2_wt:IGHV4-59:IGKV4-1	36
P2_wt:IGHV3-9:IGKV4-1	29
P2_wt:IGHV3-30-3:IGLV2-14	16
P2_wt:IGHV3-9:IGLV1-47	86
P2_wt:IGHV4-31:IGKV1-39	4
P2_wt:IGHV4-31:IGKV1-27	2
P2_wt:IGHV3-49:IGLV1-51	4
P2_wt:IGHV5-51:IGLV3-27	38
P2_wt:IGHV3-21:IGLV1-47	27
P2_wt:IGHV3-33:IGKV1-39	3
P2_wt:IGHV3-30:IGLV2-18	4
P2_wt:IGHV7-4-1:IGLV1-51	31
P2_wt:IGHV3-48:IGKV2-30	46
P2_wt:IGHV4-30-2:IGKV1-39	29
P2_wt:IGHV4-39:IGKV3-20	38
P2_wt:IGHV3-23:IGLV3-1	7
P2_wt:IGHV7-4-1:IGKV3-20	15
P2_wt:IGHV3-9:IGLV2-11	36
P2_wt:IGHV4-39:IGKV2-28	39
P2_wt:IGHV7-4-1:IGKV3D-20	2
P2_wt:IGHV3-53:IGLV3-21	6
P2_wt:IGHV3-66:IGLV2-18	5
P2_wt:IGHV3-7:IGLV2-18	9
P2_wt:IGHV1-3:IGLV6-57	20
P2_wt:IGHV5-10-1:IGLV2-23	37
P2_wt:IGHV3-72:IGKV1-5	9
P2_wt:IGHV4-38-2:IGLV1-44	13
P2_wt:IGHV1/OR15-5:IGKV3-11	1
P2_wt:IGHV3-11:IGLV2-11	57
P2_wt:IGHV4-34:IGKV1-5	9
P2_wt:IGHV4-34:IGKV1-12	13
P2_wt:IGHV5-51:IGLV5-37	24
P2_wt:IGHV5-10-1:IGKV4-1	27
P2_wt:IGHV1-18:IGKV2-29	10
P2_wt:IGHV3-48:IGLV1-36	3
P2_wt:IGHV4-59:IGLV2-23	154
P2_wt:IGHV3-74:IGLV3-25	1
P2_wt:IGHV4-4:IGKV3-20	29
P2_wt:IGHV3-64D:IGKV1-5	9
P2_wt:IGHV3-30:IGLV3-21	7
P2_wt:IGHV1-8:IGKV1-8	1
P2_wt:IGHV4-61:IGKV2-30	24
P2_wt:IGHV1-69:IGKV3-20	4
P2_wt:IGHV3-49:IGKV4-1	4
P2_wt:IGHV7-4-1:IGKV1-5	37
P2_wt:IGHV4-30-4:IGKV1-33	18
P2_wt:IGHV4-34:IGKV4-1	20
P2_wt:IGHV1-8:IGLV8-61	7
P2_wt:IGHV3-73:IGKV3-20	16
P2_wt:IGHV3-33:IGKV3-11	2
P2_wt:IGHV3-13:IGLV1-40	40
P2_wt:IGHV3-73:IGKV1-9	25
P2_wt:IGHV1-3:IGKV2-30	10
P2_wt:IGHV3-21:IGKV1-9	9
P2_wt:IGHV4-61:IGLV1-36	19
P2_wt:IGHV1-18:IGKV4-1	28
P2_wt:IGHV3-30:IGKV2-28	22
P2_wt:IGHV1-3:IGLV2-23	29
P2_wt:IGHV3-72:IGKV3-11	34
P2_wt:IGHV3-7:IGKV1-8	4
P2_wt:IGHV3-13:IGKV2-30	4
P2_wt:IGHV3-48:IGLV1-47	22
P2_wt:IGHV1-58:IGKV1-9	7
P2_wt:IGHV5-51:IGKV1D-12	20
P2_wt:IGHV3-53:IGLV1-44	27
P2_wt:IGHV5-10-1:IGKV2-28	4
P2_wt:IGHV3-13:IGLV2-11	6
P2_wt:IGHV3-20:IGLV7-46	1
P2_wt:IGHV1-46:IGKV1-33	22
P2_wt:IGHV4-34:IGLV7-46	8
P2_wt:IGHV3-64D:IGLV1-36	3
P2_wt:IGHV3-48:IGKV1-5	98
P2_wt:IGHV4-61:IGKV1-12	43
P2_wt:IGHV1-2:IGKV1-6	27
P2_wt:IGHV3-23:IGLV7-43	16
P2_wt:IGHV7-4-1:IGLV2-18	39
P2_wt:IGHV4-59:IGKV3-20	23
P2_wt:IGHV3-23:IGKV2-40	7
P2_wt:IGHV3-23:IGKV1D-12	15
P2_wt:IGHV3-21:IGLV7-46	8
P2_wt:IGHV3-43:IGLV1-40	8
P2_wt:IGHV1-18:IGKV1-6	34
P2_wt:IGHV3-49:IGKV1-6	4
P2_wt:IGHV1-46:IGKV1-NL1	5
P2_wt:IGHV3-73:IGLV3-21	24
P2_wt:IGHV3-69-1:IGLV2-14	14
P2_wt:IGHV1-8:IGLV1-51	48
P2_wt:IGHV1-46:IGKV1-5	26
P2_wt:IGHV3-69-1:IGLV2-8	13
P2_wt:IGHV4-30-2:IGLV1-40	9
P2_wt:IGHV3-15:IGLV7-43	6
P2_wt:IGHV1-46:IGKV2D-29	3
P2_wt:IGHV4-38-2:IGLV2-8	13
P2_wt:IGHV7-4-1:IGKV1-12	17
P2_wt:IGHV1-18:IGKV1-5	74
P2_wt:IGHV4-39:IGLV2-34	1
P2_wt:IGHV3-48:IGLV3-21	22
P2_wt:IGHV4-30-4:IGKV2-28	17
P2_wt:IGHV3-43:IGLV2-11	6
P2_wt:IGHV1-58:IGKV1-17	1
P2_wt:IGHV3-73:IGKV1-6	12
P2_wt:IGHV3-7:IGLV7-46	28
P2_wt:IGHV3-49:IGLV3-21	37
P2_wt:IGHV3-73:IGLV7-46	5
P2_wt:IGHV3-33:IGLV6-57	2
P2_wt:IGHV1-3:IGKV1-27	35
P2_wt:IGHV3-21:IGKV2-30	22
P2_wt:IGHV3-20:IGLV3-21	51
P2_wt:IGHV3-7:IGLV3-1	3
P2_wt:IGHV3-30:IGKV2-40	2
P2_wt:IGHV1-38-4:IGLV1-44	1
P2_wt:IGHV4-4:IGLV7-46	21
P2_wt:IGHV3-74:IGKV4-1	41
P2_wt:IGHV1-8:IGKV1-13	27
P2_wt:IGHV3-15:IGLV8-61	27
P2_wt:IGHV4-30-2:IGLV3-21	32
P2_wt:IGHV5-51:IGKV1D-13	11
P2_wt:IGHV3-64:IGLV6-57	2
P2_wt:IGHV1-69:IGLV1-47	13
P2_wt:IGHV3-30:IGLV1-47	9
P2_wt:IGHV1-2:IGLV7-46	40
P2_wt:IGHV3-33:IGLV1-51	4
P2_wt:IGHV7-4-1:IGKV1-6	11
P2_wt:IGHV4-59:IGKV1D-13	4
P2_wt:IGHV4-61:IGKV1-27	23
P2_wt:IGHV3-13:IGLV1-51	11
P2_wt:IGHV4-59:IGLV2-5	5
P2_wt:IGHV3-64D:IGLV6-57	3
P2_wt:IGHV3-74:IGKV1-17	16
P2_wt:IGHV1-69:IGKV3-11	16
P2_wt:IGHV1-69:IGLV1-51	15
P2_wt:IGHV3-9:IGLV1-36	9
P2_wt:IGHV1-69:IGLV1-40	13
P2_wt:IGHV3-66:IGKV1-NL1	1
P2_wt:IGHV1-18:IGKV1-NL1	9
P2_wt:IGHV3-7:IGKV1-NL1	6
P2_wt:IGHV3-73:IGLV2-5	4
P2_wt:IGHV1-46:IGKV4-1	17
P2_wt:IGHV5-51:IGLV2-5	26
P2_wt:IGHV4-34:IGKV2-28	11
P2_wt:IGHV1-18:IGLV2-5	6
P2_wt:IGHV1-8:IGLV2-5	6
P2_wt:IGHV1-58:IGLV2-23	12
P2_wt:IGHV3-73:IGLV2-11	14
P2_wt:IGHV1-18:IGLV1-36	4
P2_wt:IGHV5-10-1:IGLV6-57	38
P2_wt:IGHV4-30-4:IGLV2-11	28
P2_wt:IGHV3-43:IGLV2-8	27
P2_wt:IGHV4-39:IGKV1-17	27
P2_wt:IGHV4-61:IGLV4-60	4
P2_wt:IGHV1-8:IGKV2D-29	39
P2_wt:IGHV4-31:IGLV1-44	11
P2_wt:IGHV1-69:IGLV1-36	4
P2_wt:IGHV3-30:IGKV1D-16	1
P2_wt:IGHV4-61:IGKV4-1	34
P2_wt:IGHV4-4:IGKV2-29	6
P2_wt:IGHV3-21:IGLV1-40	29
P2_wt:IGHV3-69-1:IGLV2-11	1
P2_wt:IGHV3-72:IGLV1-51	14
P2_wt:IGHV5-51:IGLV3-12	6
P2_wt:IGHV3-53:IGKV2-28	4
P2_wt:IGHV3-64:IGKV3D-20	1
P2_wt:IGHV4-39:IGLV7-46	33
P2_wt:IGHV4-61:IGKV1-8	1
P2_wt:IGHV3/OR16-6:IGKV3D-20	1
P2_wt:IGHV4-4:IGLV2-18	16
P2_wt:IGHV4-39:IGKV2-29	5
P2_wt:IGHV1-46:IGKV2-29	5
P2_wt:IGHV3-15:IGKV3-7	2
P2_wt:IGHV3-15:IGKV2D-29	14
P2_wt:IGHV3-23:IGKV1-8	4
P2_wt:IGHV4-34:IGKV1-9	6
P2_wt:IGHV3-21:IGKV2-28	17
P2_wt:IGHV4-59:IGKV1-NL1	31
P2_wt:IGHV3-53:IGKV3-20	10
P2_wt:IGHV4-30-4:IGKV2-30	44
P2_wt:IGHV1-2:IGKV1-13	4
P2_wt:IGHV3-74:IGKV2-28	37
P2_wt:IGHV3-73:IGKV1-33	22
P2_wt:IGHV1-3:IGLV1-51	13
P2_wt:IGHV3-73:IGLV1-47	15
P2_wt:IGHV4-34:IGLV1-47	12
P2_wt:IGHV3-21:IGKV1D-13	2
P2_wt:IGHV3-73:IGLV2-18	5
P2_wt:IGHV1-69:IGKV2-28	13
P2_wt:IGHV3-74:IGKV1-12	41
P2_wt:IGHV1-2:IGLV8-61	10
P2_wt:IGHV4-61:IGLV1-50	4
P2_wt:IGHV3-74:IGKV1-27	30
P2_wt:IGHV4-61:IGKV1-NL1	10
P2_wt:IGHV1-69:IGLV6-57	10
P2_wt:IGHV3-13:IGKV4-1	8
P2_wt:IGHV3-64:IGLV2-11	2
P2_wt:IGHV5-10-1:IGKV2-30	9
P2_wt:IGHV1-3:IGKV2-28	7
P2_wt:IGHV3-21:IGKV1-12	12
P2_wt:IGHV3-73:IGKV3-15	5
P2_wt:IGHV1-58:IGLV3-21	4
P2_wt:IGHV3-73:IGKV1-13	13
P2_wt:IGHV4-39:IGKV3-15	5
P2_wt:IGHV3-43:IGKV3D-20	28
P2_wt:IGHV7-4-1:IGKV2-28	20
P2_wt:IGHV1/OR15-2:IGKV3-11	5
P2_wt:IGHV4-38-2:IGKV1-9	2
P2_wt:IGHV3-21:IGLV5-37	2
P2_wt:IGHV3-74:IGLV2-18	20
P2_wt:IGHV3-49:IGKV2-28	6
P2_wt:IGHV3-15:IGKV2-40	8
P2_wt:IGHV1-2:IGLV3-27	3
P2_wt:IGHV3-30:IGLV2-5	3
P2_wt:IGHV3-53:IGKV4-1	9
P2_wt:IGHV3-21:IGLV1-36	15
P2_wt:IGHV3-13:IGKV2-28	9
P2_wt:IGHV3-21:IGKV3D-20	11
P2_wt:IGHV3-64:IGKV1-9	3
P2_wt:IGHV4-28:IGKV4-1	1
P2_wt:IGHV1-2:IGKV1-12	56
P2_wt:IGHV3-49:IGKV1-27	6
P2_wt:IGHV3-21:IGKV1-8	1
P2_wt:IGHV3-72:IGKV3-20	7
P2_wt:IGHV3-66:IGLV3-21	5
P2_wt:IGHV3-72:IGLV2-18	16
P2_wt:IGHV3-43:IGKV1-5	5
P2_wt:IGHV3-23:IGLV5-45	1
P2_wt:IGHV4-59:IGKV3-15	6
P2_wt:IGHV7-4-1:IGKV4-1	21
P2_wt:IGHV3-73:IGKV1D-12	4
P2_wt:IGHV4-61:IGKV1D-12	3
P2_wt:IGHV1-2:IGKV3D-15	12
P2_wt:IGHV5-51:IGKV3D-11	7
P2_wt:IGHV3-48:IGKV3D-11	1
P2_wt:IGHV3-20:IGKV3D-20	11
P2_wt:IGHV3-73:IGLV4-60	2
P2_wt:IGHV1-46:IGKV1-17	7
P2_wt:IGHV3-21:IGKV1-NL1	4
P2_wt:IGHV4-59:IGLV1-36	9
P2_wt:IGHV5-10-1:IGKV1-5	5
P2_wt:IGHV3-43:IGKV1-27	4
P2_wt:IGHV1-8:IGKV1D-12	5
P2_wt:IGHV3-13:IGLV1-44	22
P2_wt:IGHV1-18:IGLV3-9	1
P2_wt:IGHV3-7:IGKV3-15	10
P2_wt:IGHV3-15:IGKV3D-15	5
P2_wt:IGHV3-74:IGLV1-36	7
P2_wt:IGHV3-20:IGLV2-18	4
P2_wt:IGHV1-46:IGKV1-12	14
P2_wt:IGHV3-43:IGLV1-47	3
P2_wt:IGHV3-66:IGLV1-51	8
P2_wt:IGHV3-15:IGKV3D-20	7
P2_wt:IGHV3-64D:IGLV2-14	24
P2_wt:IGHV3-33:IGLV7-46	1
P2_wt:IGHV3-9:IGLV2-5	4
P2_wt:IGHV3-15:IGKV3-15	10
P2_wt:IGHV1-69:IGKV2-30	15
P2_wt:IGHV3-23:IGLV5-37	1
P2_wt:IGHV1-38-4:IGKV2-29	1
P2_wt:IGHV4-30-2:IGKV1D-13	3
P2_wt:IGHV4-55:IGLV2-14	3
P2_wt:IGHV4-39:IGKV1D-12	12
P2_wt:IGHV1-3:IGKV1-17	11
P2_wt:IGHV4-31:IGKV1-17	2
P2_wt:IGHV1-8:IGKV2-29	12
P2_wt:IGHV1-69:IGKV1-5	18
P2_wt:IGHV3-64:IGLV1-44	7
P2_wt:IGHV3-43:IGLV6-57	5
P2_wt:IGHV3-30:IGKV1-16	2
P2_wt:IGHV4-38-2:IGLV2-14	46
P2_wt:IGHV1-18:IGLV7-43	4
P2_wt:IGHV4-61:IGLV8-61	16
P2_wt:IGHV3-30:IGKV4-1	7
P2_wt:IGHV4-59:IGKV2-30	28
P2_wt:IGHV4-59:IGKV1-12	25
P2_wt:IGHV3-13:IGKV3-15	2
P2_wt:IGHV4-30-2:IGKV3-11	7
P2_wt:IGHV4-30-4:IGLV7-46	8
P2_wt:IGHV3-13:IGKV1-9	4
P2_wt:IGHV3-49:IGLV1-47	5
P2_wt:IGHV4-39:IGLV1-50	3
P2_wt:IGHV4-30-4:IGKV1-8	2
P2_wt:IGHV5-10-1:IGLV1-51	6
P2_wt:IGHV1-18:IGLV1-51	27
P2_wt:IGHV3-69-1:IGKV2-30	2
P2_wt:IGHV3-74:IGKV2D-29	5
P2_wt:IGHV4-38-2:IGKV1-5	13
P2_wt:IGHV1-18:IGLV7-46	12
P2_wt:IGHV4-34:IGLV1-51	23
P2_wt:IGHV1-46:IGKV1D-13	7
P2_wt:IGHV3-48:IGKV1-NL1	2
P2_wt:IGHV3-64D:IGKV1-33	2
P2_wt:IGHV4-61:IGLV7-43	4
P2_wt:IGHV3-43:IGLV1-51	6
P2_wt:IGHV3-20:IGLV1-40	9
P2_wt:IGHV3-21:IGLV2-18	11
P2_wt:IGHV1-58:IGKV1-27	22
P2_wt:IGHV1-8:IGKV1-NL1	4
P2_wt:IGHV3-74:IGKV1-13	16
P2_wt:IGHV4-59:IGLV5-37	3
P2_wt:IGHV1-46:IGLV4-60	3
P2_wt:IGHV3-11:IGKV1-NL1	7
P2_wt:IGHV3-9:IGLV4-60	2
P2_wt:IGHV5-10-1:IGKV2-29	9
P2_wt:IGHV1-46:IGLV7-46	9
P2_wt:IGHV3-7:IGLV1-36	8
P2_wt:IGHV3-11:IGLV1-36	8
P2_wt:IGHV3-33:IGLV2-5	1
P2_wt:IGHV3-72:IGKV1-9	8
P2_wt:IGHV3-53:IGKV1-9	7
P2_wt:IGHV3-74:IGKV3D-11	3
P2_wt:IGHV1-46:IGLV5-39	3
P2_wt:IGHV1-3:IGLV8-61	2
P2_wt:IGHV1-69:IGKV4-1	6
P2_wt:IGHV3-53:IGKV1-13	1
P2_wt:IGHV3-72:IGKV1-6	3
P2_wt:IGHV4-4:IGKV1-13	1
P2_wt:IGHV4-4:IGKV4-1	25
P2_wt:IGHV3-74:IGLV8-61	6
P2_wt:IGHV3-33:IGLV1-40	3
P2_wt:IGHV3-23:IGLV1-50	10
P2_wt:IGHV4-31:IGKV2-30	3
P2_wt:IGHV4-30-2:IGLV1-47	4
P2_wt:IGHV3-71:IGLV2-8	1
P2_wt:IGHV4-30-2:IGKV1-27	3
P2_wt:IGHV1-18:IGKV2-40	1
P2_wt:IGHV1-58:IGLV6-57	2
P2_wt:IGHV4-30-4:IGLV5-37	1
P2_wt:IGHV1-18:IGLV2-18	11
P2_wt:IGHV5-10-1:IGKV1-17	5
P2_wt:IGHV5-51:IGLV9-49	3
P2_wt:IGHV5-51:IGLV4-60	3
P2_wt:IGHV3-9:IGKV3-15	9
P2_wt:IGHV5-51:IGKV1-16	3
P2_wt:IGHV3-13:IGKV1-12	4
P2_wt:IGHV3-49:IGLV2-11	6
P2_wt:IGHV3-13:IGLV3-21	18
P2_wt:IGHV3-74:IGKV3-20	37
P2_wt:IGHV1-2:IGKV1-17	12
P2_wt:IGHV3-15:IGKV1D-12	10
P2_wt:IGHV1-18:IGLV8-61	4
P2_wt:IGHV7-4-1:IGLV2-5	4
P2_wt:IGHV3-53:IGKV1-12	5
P2_wt:IGHV3-64:IGKV1-5	6
P2_wt:IGHV1-8:IGLV4-60	3
P2_wt:IGHV1-18:IGLV1-50	6
P2_wt:IGHV3-21:IGKV2-29	9
P2_wt:IGHV3-73:IGLV1-50	1
P2_wt:IGHV4-30-2:IGLV2-11	1
P2_wt:IGHV3-66:IGLV1-40	6
P2_wt:IGHV3-73:IGLV2-34	1
P2_wt:IGHV3-30:IGKV1-NL1	2
P2_wt:IGHV5-10-1:IGLV9-49	2
P2_wt:IGHV3-74:IGKV1D-16	1
P2_wt:IGHV3-72:IGLV1-36	4
P2_wt:IGHV5-51:IGKV1-NL1	17
P2_wt:IGHV3-66:IGKV3-11	5
P2_wt:IGHV3-9:IGKV3D-15	3
P2_wt:IGHV3-48:IGKV1-12	11
P2_wt:IGHV4-59:IGKV2D-29	5
P2_wt:IGHV3-30-3:IGLV2-8	14
P2_wt:IGHV3-38-3:IGLV2-23	1
P2_wt:IGHV3-20:IGKV1-5	4
P2_wt:IGHV4-4:IGKV1D-12	3
P2_wt:IGHV7-4-1:IGKV1-9	13
P2_wt:IGHV3-33:IGKV4-1	4
P2_wt:IGHV1-3:IGLV2-5	3
P2_wt:IGHV3-9:IGLV7-46	11
P2_wt:IGHV3-11:IGKV3-20	14
P2_wt:IGHV1-58:IGKV3-11	11
P2_wt:IGHV1-69:IGLV2-18	4
P2_wt:IGHV1-3:IGKV2-29	6
P2_wt:IGHV1-2:IGKV2D-29	14
P2_wt:IGHV4-34:IGKV1-6	5
P2_wt:IGHV3-13:IGKV1-13	1
P2_wt:IGHV4-30-4:IGKV1-13	2
P2_wt:IGHV3-33:IGLV2-23	10
P2_wt:IGHV3-15:IGKV2-29	22
P2_wt:IGHV3-30-3:IGLV2-23	8
P2_wt:IGHV3-38-3:IGKV2-28	2
P2_wt:IGHV1-18:IGKV3D-20	3
P2_wt:IGHV4-4:IGKV3D-20	4
P2_wt:IGHV3-73:IGLV8-61	2
P2_wt:IGHV3-21:IGLV1-51	16
P2_wt:IGHV4-4:IGKV1-17	14
P2_wt:IGHV4-39:IGKV1-12	23
P2_wt:IGHV3-74:IGKV3-15	15
P2_wt:IGHV3/OR16-6:IGKV1-12	4
P2_wt:IGHV3-49:IGKV2-29	1
P2_wt:IGHV1-8:IGLV1-50	18
P2_wt:IGHV3-43D:IGKV1D-12	13
P2_wt:IGHV3-9:IGKV3-20	21
P2_wt:IGHV3-74:IGKV3D-20	7
P2_wt:IGHV3-13:IGLV8-61	2
P2_wt:IGHV3-43:IGKV2D-29	5
P2_wt:IGHV4-4:IGKV2-40	5
P2_wt:IGHV1-8:IGKV1D-13	2
P2_wt:IGHV4-30-2:IGLV2-18	3
P2_wt:IGHV3-11:IGLV6-57	10
P2_wt:IGHV1-69:IGLV8-61	6
P2_wt:IGHV1-58:IGKV2-29	3
P2_wt:IGHV3-48:IGKV2D-29	2
P2_wt:IGHV3-53:IGLV2-11	5
P2_wt:IGHV4-4:IGLV1-50	1
P2_wt:IGHV4-31:IGLV2-23	10
P2_wt:IGHV3-30:IGKV1-6	2
P2_wt:IGHV7-4-1:IGLV8-61	3
P2_wt:IGHV3-33:IGKV1-33	1
P2_wt:IGHV3-30:IGKV3-20	5
P2_wt:IGHV3-64:IGKV1-NL1	1
P2_wt:IGHV3-43:IGKV3-20	6
P2_wt:IGHV5-10-1:IGLV2-5	3
P2_wt:IGHV3-23:IGKV3D-15	9
P2_wt:IGHV3-30:IGLV1-51	16
P2_wt:IGHV4-30-2:IGKV1-9	3
P2_wt:IGHV3-72:IGLV3-21	12
P2_wt:IGHV3-11:IGLV2-5	1
P2_wt:IGHV1-46:IGLV1-51	15
P2_wt:IGHV4-31:IGLV3-21	2
P2_wt:IGHV3-49:IGLV1-40	4
P2_wt:IGHV3-23:IGKV3/OR2-268	3
P2_wt:IGHV3-69-1:IGLV1-44	1
P2_wt:IGHV1-2:IGKV1D-12	6
P2_wt:IGHV3-20:IGKV1-12	3
P2_wt:IGHV1-2:IGLV3-12	3
P2_wt:IGHV1-58:IGKV4-1	4
P2_wt:IGHV3-11:IGKV4-1	15
P2_wt:IGHV3-43:IGKV2-29	4
P2_wt:IGHV3-48:IGKV1D-12	4
P2_wt:IGHV3-23:IGLV3-12	5
P2_wt:IGHV4-38-2:IGLV3-21	6
P2_wt:IGHV1-58:IGLV1-51	3
P2_wt:IGHV1-46:IGKV2-28	21
P2_wt:IGHV4-30-4:IGKV1D-12	2
P2_wt:IGHV3-66:IGLV1-36	2
P2_wt:IGHV4-30-4:IGKV2-40	3
P2_wt:IGHV3-64D:IGLV1-44	9
P2_wt:IGHV4-61:IGKV1-13	6
P2_wt:IGHV3-33:IGKV1-17	2
P2_wt:IGHV3-53:IGKV2D-29	2
P2_wt:IGHV5-10-1:IGLV1-40	13
P2_wt:IGHV3-11:IGKV2-30	9
P2_wt:IGHV3-73:IGKV3-7	1
P2_wt:IGHV4-30-4:IGLV2-18	12
P2_wt:IGHV4-39:IGKV3D-15	2
P2_wt:IGHV4-30-2:IGLV1-51	11
P2_wt:IGHV3-20:IGLV1-47	8
P2_wt:IGHV3-21:IGKV3-15	5
P2_wt:IGHV3-33:IGKV1-5	4
P2_wt:IGHV3-11:IGLV3-1	2
P2_wt:IGHV1-69:IGKV1-9	4
P2_wt:IGHV3-72:IGKV2-29	3
P2_wt:IGHV1-46:IGLV7-43	1
P2_wt:IGHV4-61:IGKV3D-20	2
P2_wt:IGHV4-59:IGKV1-17	9
P2_wt:IGHV4-4:IGLV2-5	2
P2_wt:IGHV4-30-4:IGKV3-15	2
P2_wt:IGHV3-9:IGLV5-37	4
P2_wt:IGHV3-72:IGLV7-46	4
P2_wt:IGHV3-48:IGLV9-49	1
P2_wt:IGHV3-30:IGKV1-27	5
P2_wt:IGHV4-30-4:IGKV1-NL1	2
P2_wt:IGHV3-53:IGKV3-15	2
P2_wt:IGHV3-33:IGLV2-8	10
P2_wt:IGHV4-61:IGLV2-18	14
P2_wt:IGHV5-51:IGKV3-7	5
P2_wt:IGHV5-51:IGLV3-9	2
P2_wt:IGHV3-9:IGLV5-52	6
P2_wt:IGHV3-11:IGLV1-50	2
P2_wt:IGHV1-3:IGKV1-13	1
P2_wt:IGHV4-39:IGKV1-NL1	5
P2_wt:IGHV3-48:IGLV8-61	5
P2_wt:IGHV3-66:IGKV4-1	5
P2_wt:IGHV4-61:IGKV2-40	3
P2_wt:IGHV3-48:IGLV2-18	5
P2_wt:IGHV4-39:IGKV1-13	3
P2_wt:IGHV4-59:IGKV1D-12	6
P2_wt:IGHV3-43D:IGKV1-39	4
P2_wt:IGHV4-39:IGLV2-5	3
P2_wt:IGHV1-46:IGLV2-18	9
P2_wt:IGHV1-69:IGKV1-27	5
P2_wt:IGHV7-4-1:IGLV4-60	2
